######## Chromosome chr1 #########

gene 1/5050 for chr1:	DDX11L1
gene 443/814 for chr21:	PAXBP1-AS1
gene 444/814 for chr21:	PAXBP1
gene 445/814 for chr21:	C21orf62-AS1
gene 446/814 for chr21:	AP000280.66
gene 447/814 for chr21:	C21orf62
gene 448/814 for chr21:	AP000281.1
gene 449/814 for chr21:	AP000281.2
gene 450/814 for chr21:	AP000282.2
gene 451/814 for chr21:	AP000282.3
gene 452/814 for chr21:	OLIG2
gene 453/814 for chr21:	LINC00945
gene 454/814 for chr21:	OLIG1
gene 455/814 for chr21:	AP000289.6
gene 456/814 for chr21:	AP000290.7
gene 457/814 for chr21:	LINC01548
gene 458/814 for chr21:	IFNAR2
gene 459/814 for chr21:	AP000295.9
gene 460/814 for chr21:	IL10RB-AS1
gene 461/814 for chr21:	IL10RB
gene 462/814 for chr21:	IFNAR1
gene 463/814 for chr21:	USF1P1
gene 464/814 for chr21:	IFNGR2
gene 465/814 for chr21:	TMEM50B
gene 466/814 for chr21:	RPS5P3
gene 467/814 for chr21:	AP000302.58
gene 468/814 for chr21:	DNAJC28
gene 469/814 for chr21:	GART
gene 470/814 for chr21:	BTF3P6
gene 471/814 for chr21:	SON
gene 472/814 for chr21:	DONSON
gene 473/814 for chr21:	AP000304.12
gene 474/814 for chr21:	CRYZL1
gene 475/814 for chr21:	ITSN1
gene 476/814 for chr21:	ATP5O
gene 477/814 for chr21:	LINC00649
gene 478/814 for chr21:	RN7SL740P
gene 479/814 for chr21:	AP000569.9
gene 480/814 for chr21:	MRPS6
gene 481/814 for chr21:	SLC5A3
gene 482/814 for chr21:	AP000320.7
gene 483/814 for chr21:	RPS5P2
gene 484/814 for chr21:	LINC00310
gene 485/814 for chr21:	AP000318.2
gene 486/814 for chr21:	KCNE2
gene 487/814 for chr21:	AP000320.6
gene 488/814 for chr21:	SMIM11A
gene 489/814 for chr21:	C21orf140
gene 490/814 for chr21:	CMP21-97G8.1
gene 491/814 for chr21:	AP000322.53
gene 492/814 for chr21:	CMP21-97G8.2
gene 493/814 for chr21:	KCNE1
gene 494/814 for chr21:	RCAN1
gene 495/814 for chr21:	CLIC6
gene 496/814 for chr21:	LINC00160
gene 497/814 for chr21:	LINC01426
gene 498/814 for chr21:	RUNX1
gene 499/814 for chr21:	AF015262.2
gene 500/814 for chr21:	RPL34P3
gene 501/814 for chr21:	EZH2P1
gene 502/814 for chr21:	AF015720.3
gene 503/814 for chr21:	MIR802
gene 504/814 for chr21:	RPS20P1
gene 505/814 for chr21:	PPP1R2P2
gene 506/814 for chr21:	AP000687.1
gene 507/814 for chr21:	LINC01436
gene 508/814 for chr21:	RPL23AP3
gene 509/814 for chr21:	SETD4
gene 510/814 for chr21:	RIMKLBP1
gene 511/814 for chr21:	AP000688.11
gene 512/814 for chr21:	RNU6-992P
gene 513/814 for chr21:	AP000688.14
gene 514/814 for chr21:	CBR1
gene 515/814 for chr21:	AP000688.15
gene 516/814 for chr21:	AP000688.29
gene 517/814 for chr21:	MEMO1P1
gene 518/814 for chr21:	CBR3-AS1
gene 519/814 for chr21:	RPS9P1
gene 520/814 for chr21:	CBR3
gene 521/814 for chr21:	DOPEY2
gene 522/814 for chr21:	RPL3P1
gene 523/814 for chr21:	SRSF9P1
gene 524/814 for chr21:	AP000692.10
gene 525/814 for chr21:	MORC3
gene 526/814 for chr21:	AP000692.9
gene 527/814 for chr21:	CHAF1B
gene 528/814 for chr21:	ATP5J2LP
gene 529/814 for chr21:	AP000695.6
gene 530/814 for chr21:	AP000695.4
gene 531/814 for chr21:	CLDN14
gene 532/814 for chr21:	KB-176G8.1
gene 533/814 for chr21:	PSMD4P1
gene 534/814 for chr21:	AP000696.2
gene 535/814 for chr21:	AP000697.6
gene 536/814 for chr21:	SIM2
gene 537/814 for chr21:	HLCS
gene 538/814 for chr21:	HLCS-IT1
gene 539/814 for chr21:	RNA5SP491
gene 540/814 for chr21:	DPRXP5
gene 541/814 for chr21:	AP000704.5
gene 542/814 for chr21:	MRPL20P1
gene 543/814 for chr21:	RIPPLY3
gene 544/814 for chr21:	RNU6-696P
gene 545/814 for chr21:	PIGP
gene 546/814 for chr21:	TTC3
gene 547/814 for chr21:	AP001429.1
gene 548/814 for chr21:	TTC3-AS1
gene 549/814 for chr21:	DSCR9
gene 550/814 for chr21:	RN7SL678P
gene 551/814 for chr21:	AP001432.14
gene 552/814 for chr21:	DSCR3
gene 553/814 for chr21:	AP001412.1
gene 554/814 for chr21:	AP001437.1
gene 555/814 for chr21:	DYRK1A
gene 556/814 for chr21:	KCNJ6
gene 557/814 for chr21:	KCNJ6-AS1
gene 558/814 for chr21:	DSCR4
gene 559/814 for chr21:	DSCR4-IT1
gene 560/814 for chr21:	DSCR8
gene 561/814 for chr21:	KCNJ15
gene 562/814 for chr21:	AP001425.14
gene 563/814 for chr21:	DSCR10
gene 564/814 for chr21:	AP001434.2
gene 565/814 for chr21:	SPATA20P1
gene 566/814 for chr21:	LINC01423
gene 567/814 for chr21:	ERG
gene 568/814 for chr21:	SNRPGP13
gene 569/814 for chr21:	LINC00114
gene 570/814 for chr21:	ETS2
gene 571/814 for chr21:	AP001042.1
gene 572/814 for chr21:	AF064858.6
gene 573/814 for chr21:	AP001043.1
gene 574/814 for chr21:	SNORA62
gene 575/814 for chr21:	RPSAP64
gene 576/814 for chr21:	AF064858.7
gene 577/814 for chr21:	AF064858.8
gene 578/814 for chr21:	AF064858.11
gene 579/814 for chr21:	AF064858.10
gene 580/814 for chr21:	RPL23AP12
gene 581/814 for chr21:	PCBP2P1
gene 582/814 for chr21:	uc_338
gene 583/814 for chr21:	PSMG1
gene 584/814 for chr21:	BRWD1
gene 585/814 for chr21:	AF129408.17
gene 586/814 for chr21:	TIMM9P2
gene 587/814 for chr21:	BRWD1-IT1
gene 588/814 for chr21:	METTL21AP1
gene 589/814 for chr21:	BRWD1-AS2
gene 590/814 for chr21:	BRWD1-AS1
gene 591/814 for chr21:	HMGN1
gene 592/814 for chr21:	RNF6P1
gene 593/814 for chr21:	WRB
gene 594/814 for chr21:	LCA5L
gene 595/814 for chr21:	SH3BGR
gene 596/814 for chr21:	MIR6508
gene 597/814 for chr21:	MYL6P2
gene 598/814 for chr21:	RPS26P4
gene 599/814 for chr21:	AF121897.4
gene 600/814 for chr21:	B3GALT5
gene 601/814 for chr21:	B3GALT5-AS1
gene 602/814 for chr21:	AF064860.5
gene 603/814 for chr21:	AF064860.7
gene 604/814 for chr21:	IGSF5
gene 605/814 for chr21:	PCP4
gene 606/814 for chr21:	DSCAM
gene 607/814 for chr21:	MIR4760
gene 608/814 for chr21:	DSCAM-AS1
gene 609/814 for chr21:	SNORA51
gene 610/814 for chr21:	DSCAM-IT1
gene 611/814 for chr21:	YRDCP3
gene 612/814 for chr21:	LINC00323
gene 613/814 for chr21:	MIR3197
gene 614/814 for chr21:	BACE2
gene 615/814 for chr21:	PLAC4
gene 616/814 for chr21:	AL773572.7
gene 617/814 for chr21:	BACE2-IT1
gene 618/814 for chr21:	FAM3B
gene 619/814 for chr21:	MX2
gene 620/814 for chr21:	MX1
gene 621/814 for chr21:	AP001610.5
gene 622/814 for chr21:	TMPRSS2
gene 623/814 for chr21:	SNORA32
gene 624/814 for chr21:	AP001610.9
gene 625/814 for chr21:	AP006748.1
gene 626/814 for chr21:	LINC00111
gene 627/814 for chr21:	LINC00479
gene 628/814 for chr21:	LINC00112
gene 629/814 for chr21:	RIPK4
gene 630/814 for chr21:	AP001615.9
gene 631/814 for chr21:	MIR6814
gene 632/814 for chr21:	PRDM15
gene 633/814 for chr21:	AP001619.3
gene 634/814 for chr21:	AP001619.2
gene 635/814 for chr21:	SNORA3
gene 636/814 for chr21:	C2CD2
gene 637/814 for chr21:	ZBTB21
gene 638/814 for chr21:	ZNF295-AS1
gene 639/814 for chr21:	UMODL1
gene 640/814 for chr21:	UMODL1-AS1
gene 641/814 for chr21:	ABCG1
gene 642/814 for chr21:	RNA5SP492
gene 643/814 for chr21:	TFF3
gene 644/814 for chr21:	TFF2
gene 645/814 for chr21:	TFF1
gene 646/814 for chr21:	TMPRSS3
gene 647/814 for chr21:	UBASH3A
gene 648/814 for chr21:	RNU6-1149P
gene 649/814 for chr21:	RSPH1
gene 650/814 for chr21:	SLC37A1
gene 651/814 for chr21:	AP001625.4
gene 652/814 for chr21:	AP001625.5
gene 653/814 for chr21:	AP001625.6
gene 654/814 for chr21:	AP001626.1
gene 655/814 for chr21:	AP001626.2
gene 656/814 for chr21:	PDE9A
gene 657/814 for chr21:	AP001627.1
gene 658/814 for chr21:	KB-51A8.1
gene 659/814 for chr21:	AP001628.7
gene 660/814 for chr21:	AP001628.6
gene 661/814 for chr21:	WDR4
gene 662/814 for chr21:	NDUFV3
gene 663/814 for chr21:	ERVH48-1
gene 664/814 for chr21:	MIR5692B
gene 665/814 for chr21:	AP001630.5
gene 666/814 for chr21:	PKNOX1
gene 667/814 for chr21:	CBS
gene 668/814 for chr21:	U2AF1
gene 669/814 for chr21:	MRPL51P2
gene 670/814 for chr21:	FRGCA
gene 671/814 for chr21:	AP001631.10
gene 672/814 for chr21:	CRYAA
gene 673/814 for chr21:	LINC00322
gene 674/814 for chr21:	TCONS_00029157
gene 675/814 for chr21:	AP001046.6
gene 676/814 for chr21:	SIK1
gene 677/814 for chr21:	LINC00319
gene 678/814 for chr21:	LINC00313
gene 679/814 for chr21:	AP001048.4
gene 680/814 for chr21:	HSF2BP
gene 681/814 for chr21:	RPL31P1
gene 682/814 for chr21:	H2BFS
gene 683/814 for chr21:	MIR6070
gene 684/814 for chr21:	RRP1B
gene 685/814 for chr21:	PDXK
gene 686/814 for chr21:	AP001052.1
gene 687/814 for chr21:	CSTB
gene 688/814 for chr21:	TMEM97P1
gene 689/814 for chr21:	RRP1
gene 690/814 for chr21:	AATBC
gene 691/814 for chr21:	MYL6P1
gene 692/814 for chr21:	AGPAT3
gene 693/814 for chr21:	RNU6-859P
gene 694/814 for chr21:	RNU6-1150P
gene 695/814 for chr21:	TRAPPC10
gene 696/814 for chr21:	H2AFZP1
gene 697/814 for chr21:	PWP2
gene 698/814 for chr21:	C21orf33
gene 699/814 for chr21:	AP001055.6
gene 700/814 for chr21:	AP001056.1
gene 701/814 for chr21:	AP001057.1
gene 702/814 for chr21:	AP001058.3
gene 703/814 for chr21:	ICOSLG
gene 704/814 for chr21:	AP001059.6
gene 705/814 for chr21:	AP001059.7
gene 706/814 for chr21:	DNMT3L
gene 707/814 for chr21:	AP001059.5
gene 708/814 for chr21:	AIRE
gene 709/814 for chr21:	PFKL
gene 710/814 for chr21:	C21orf2
gene 711/814 for chr21:	AP001062.8
gene 712/814 for chr21:	AP001062.7
gene 713/814 for chr21:	AP001062.9
gene 714/814 for chr21:	AP001063.1
gene 715/814 for chr21:	TRPM2
gene 716/814 for chr21:	TRPM2-AS
gene 717/814 for chr21:	snoZ6
gene 718/814 for chr21:	LRRC3-AS1
gene 719/814 for chr21:	LRRC3
gene 720/814 for chr21:	MTCYBP21
gene 721/814 for chr21:	MTND6P21
gene 722/814 for chr21:	MTND5P1
gene 723/814 for chr21:	KB-68A7.1
gene 724/814 for chr21:	AP001065.15
gene 725/814 for chr21:	KB-68A7.2
gene 726/814 for chr21:	TSPEAR
gene 727/814 for chr21:	TSPEAR-AS1
gene 728/814 for chr21:	TSPEAR-AS2
gene 729/814 for chr21:	KRTAP10-1
gene 730/814 for chr21:	KRTAP10-2
gene 731/814 for chr21:	KRTAP10-3
gene 732/814 for chr21:	KRTAP10-4
gene 733/814 for chr21:	KRTAP10-5
gene 734/814 for chr21:	KRTAP10-6
gene 735/814 for chr21:	KRTAP10-7
gene 736/814 for chr21:	KRTAP10-8
gene 737/814 for chr21:	KRTAP10-9
gene 738/814 for chr21:	KRTAP10-10
gene 739/814 for chr21:	KRTAP10-11
gene 740/814 for chr21:	KRTAP12-3
gene 741/814 for chr21:	KRTAP12-4
gene 742/814 for chr21:	KRTAP12-2
gene 743/814 for chr21:	IMMTP1
gene 744/814 for chr21:	KRTAP12-1
gene 745/814 for chr21:	RP1-225L15.1
gene 746/814 for chr21:	KRTAP10-12
gene 747/814 for chr21:	KRTAP10-13P
gene 748/814 for chr21:	UBE2G2
gene 749/814 for chr21:	LINC01424
gene 750/814 for chr21:	SUMO3
gene 751/814 for chr21:	PTTG1IP
gene 752/814 for chr21:	ITGB2
gene 753/814 for chr21:	ITGB2-AS1
gene 754/814 for chr21:	LL21NC02-1C16.1
gene 755/814 for chr21:	LINC01547
gene 756/814 for chr21:	LL21NC02-1C16.2
gene 757/814 for chr21:	FAM207A
gene 758/814 for chr21:	AP001505.10
gene 759/814 for chr21:	LINC00163
gene 760/814 for chr21:	LINC00165
gene 761/814 for chr21:	PICSAR
gene 762/814 for chr21:	SSR4P1
gene 763/814 for chr21:	ADARB1
gene 764/814 for chr21:	RP5-1023B21.1
gene 765/814 for chr21:	LINC00334
gene 766/814 for chr21:	POFUT2
gene 767/814 for chr21:	BX322557.10
gene 768/814 for chr21:	LINC00205
gene 769/814 for chr21:	LINC00315
gene 770/814 for chr21:	BX322557.13
gene 771/814 for chr21:	LINC00316
gene 772/814 for chr21:	MTCO1P3
gene 773/814 for chr21:	BX322559.3
gene 774/814 for chr21:	LL21NC02-21A1.1
gene 775/814 for chr21:	COL18A1
gene 776/814 for chr21:	COL18A1-AS2
gene 777/814 for chr21:	COL18A1-AS1
gene 778/814 for chr21:	MIR6815
gene 779/814 for chr21:	SLC19A1
gene 780/814 for chr21:	AL133493.2
gene 781/814 for chr21:	PCBP3
gene 782/814 for chr21:	RP1-101D8.1
gene 783/814 for chr21:	AL592528.1
gene 784/814 for chr21:	AJ011931.1
gene 785/814 for chr21:	PCBP3-OT1
gene 786/814 for chr21:	AJ011932.1
gene 787/814 for chr21:	COL6A1
gene 788/814 for chr21:	AP001476.2
gene 789/814 for chr21:	AP001476.4
gene 790/814 for chr21:	AP001476.3
gene 791/814 for chr21:	PSMA6P3
gene 792/814 for chr21:	AP001471.1
gene 793/814 for chr21:	COL6A2
gene 794/814 for chr21:	FTCD
gene 795/814 for chr21:	FTCD-AS1
gene 796/814 for chr21:	SPATC1L
gene 797/814 for chr21:	AP001468.58
gene 798/814 for chr21:	LSS
gene 799/814 for chr21:	AP001469.5
gene 800/814 for chr21:	MCM3AP-AS1
gene 801/814 for chr21:	MCM3AP
gene 802/814 for chr21:	AP001469.7
gene 803/814 for chr21:	AP001469.9
gene 804/814 for chr21:	YBEY
gene 805/814 for chr21:	C21orf58
gene 806/814 for chr21:	PCNT
gene 807/814 for chr21:	RPL18AP2
gene 808/814 for chr21:	DIP2A
gene 809/814 for chr21:	DIP2A-IT1
gene 810/814 for chr21:	RNU6-396P
gene 811/814 for chr21:	S100B
gene 812/814 for chr21:	PRMT2
gene 813/814 for chr21:	DSTNP1
gene 814/814 for chr21:	RPL23AP4
######## Chromosome chr22 #########

gene 1/1286 for chr22:	U2
gene 2/1286 for chr22:	FRG1FP
gene 3/1286 for chr22:	CU104787.1
gene 4/1286 for chr22:	BAGE5
gene 5/1286 for chr22:	ACTR3BP6
gene 6/1286 for chr22:	5_8S_rRNA
gene 7/1286 for chr22:	FRG1GP
gene 8/1286 for chr22:	U6
gene 9/1286 for chr22:	LA16c-60D12.1
gene 10/1286 for chr22:	LA16c-13E4.3
gene 11/1286 for chr22:	LA16c-60D12.2
gene 12/1286 for chr22:	ZNF72P
gene 13/1286 for chr22:	BNIP3P2
gene 14/1286 for chr22:	YME1L1P1
gene 15/1286 for chr22:	OR11H1
gene 16/1286 for chr22:	LA16c-60G3.6
gene 17/1286 for chr22:	ARHGAP42P3
gene 18/1286 for chr22:	LA16c-23H5.4
gene 19/1286 for chr22:	LA16c-60G3.8
gene 20/1286 for chr22:	LA16c-60G3.7
gene 21/1286 for chr22:	LA16c-60G3.5
gene 22/1286 for chr22:	LA16c-2F2.8
gene 23/1286 for chr22:	NEK2P2
gene 24/1286 for chr22:	LA16c-2F2.5
gene 25/1286 for chr22:	NF1P6
gene 26/1286 for chr22:	MED15P7
gene 27/1286 for chr22:	POTEH
gene 28/1286 for chr22:	POTEH-AS1
gene 29/1286 for chr22:	RNU6-816P
gene 30/1286 for chr22:	LA16c-3G11.7
gene 31/1286 for chr22:	LINC01297
gene 32/1286 for chr22:	GRAMD4P2
gene 33/1286 for chr22:	DUXAP8
gene 34/1286 for chr22:	LL22NC03-N64E9.1
gene 35/1286 for chr22:	BMS1P22
gene 36/1286 for chr22:	LL22NC03-N14H11.1
gene 37/1286 for chr22:	NBEAP3
gene 38/1286 for chr22:	LA16c-60H5.7
gene 39/1286 for chr22:	LA16c-4G1.4
gene 40/1286 for chr22:	LA16c-4G1.3
gene 41/1286 for chr22:	ABCD1P4
gene 42/1286 for chr22:	LA16c-17H1.3
gene 43/1286 for chr22:	PABPC1P9
gene 44/1286 for chr22:	SLC9B1P4
gene 45/1286 for chr22:	ACTR3BP2
gene 46/1286 for chr22:	CHEK2P4
gene 47/1286 for chr22:	KB-67B5.17
gene 48/1286 for chr22:	KB-67B5.12
gene 49/1286 for chr22:	KCNMB3P1
gene 50/1286 for chr22:	CCT8L2
gene 51/1286 for chr22:	FABP5P11
gene 52/1286 for chr22:	TPTEP1
gene 53/1286 for chr22:	AC005301.9
gene 54/1286 for chr22:	KB-7G2.9
gene 55/1286 for chr22:	SLC25A15P5
gene 56/1286 for chr22:	PARP4P3
gene 57/1286 for chr22:	ANKRD62P1-PARP4P3
gene 58/1286 for chr22:	ANKRD62P1
gene 59/1286 for chr22:	KB-7G2.8
gene 60/1286 for chr22:	VWFP1
gene 61/1286 for chr22:	AC005301.8
gene 62/1286 for chr22:	XKR3
gene 63/1286 for chr22:	HSFY1P1
gene 64/1286 for chr22:	GPM6BP3
gene 65/1286 for chr22:	AC007064.29
gene 66/1286 for chr22:	AC007064.22
gene 67/1286 for chr22:	ZNF402P
gene 68/1286 for chr22:	AC007064.24
gene 69/1286 for chr22:	MTND1P17
gene 70/1286 for chr22:	AC007064.25
gene 71/1286 for chr22:	AC006548.19
gene 72/1286 for chr22:	IGKV1OR22-5
gene 73/1286 for chr22:	IGKV2OR22-4
gene 74/1286 for chr22:	IGKV2OR22-3
gene 75/1286 for chr22:	IGKV3OR22-2
gene 76/1286 for chr22:	IGKV1OR22-1
gene 77/1286 for chr22:	AC006548.28
gene 78/1286 for chr22:	GAB4
gene 79/1286 for chr22:	AC006548.26
gene 80/1286 for chr22:	VN1R9P
gene 81/1286 for chr22:	CECR7
gene 82/1286 for chr22:	AC006946.16
gene 83/1286 for chr22:	AC006946.17
gene 84/1286 for chr22:	IL17RA
gene 85/1286 for chr22:	AC006946.12
gene 86/1286 for chr22:	CECR6
gene 87/1286 for chr22:	AC006946.15
gene 88/1286 for chr22:	CECR5
gene 89/1286 for chr22:	CECR5-AS1
gene 90/1286 for chr22:	CECR1
gene 91/1286 for chr22:	AC005300.5
gene 92/1286 for chr22:	FAM32BP
gene 93/1286 for chr22:	CECR3
gene 94/1286 for chr22:	CECR9
gene 95/1286 for chr22:	RN7SL843P
gene 96/1286 for chr22:	CECR2
gene 97/1286 for chr22:	AC004019.10
gene 98/1286 for chr22:	CLCP1
gene 99/1286 for chr22:	DNAJA1P6
gene 100/1286 for chr22:	SLC25A18
gene 101/1286 for chr22:	AC004019.13
gene 102/1286 for chr22:	ATP6V1E1
gene 103/1286 for chr22:	BCL2L13
gene 104/1286 for chr22:	BID
gene 105/1286 for chr22:	MIR3198-1
gene 106/1286 for chr22:	LINC00528
gene 107/1286 for chr22:	MICAL3
gene 108/1286 for chr22:	XXbac-B461K10.4
gene 109/1286 for chr22:	MIR648
gene 110/1286 for chr22:	XXbac-B476C20.14
gene 111/1286 for chr22:	XXbac-B476C20.13
gene 112/1286 for chr22:	RHEBP3
gene 113/1286 for chr22:	FLJ41941
gene 114/1286 for chr22:	XXbac-B476C20.9
gene 115/1286 for chr22:	PEX26
gene 116/1286 for chr22:	XXbac-B476C20.11
gene 117/1286 for chr22:	XXbac-B476C20.10
gene 118/1286 for chr22:	ARL2BPP10
gene 119/1286 for chr22:	TUBA8
gene 120/1286 for chr22:	AC008079.10
gene 121/1286 for chr22:	USP18
gene 122/1286 for chr22:	AC008079.9
gene 123/1286 for chr22:	GGTLC5P
gene 124/1286 for chr22:	AC011718.2
gene 125/1286 for chr22:	AC011718.3
gene 126/1286 for chr22:	PPP1R26P3
gene 127/1286 for chr22:	XXbac-B33L19.6
gene 128/1286 for chr22:	FAM230A
gene 129/1286 for chr22:	XXbac-B33L19.12
gene 130/1286 for chr22:	GGTLC3
gene 131/1286 for chr22:	Metazoa_SRP
gene 132/1286 for chr22:	XXbac-B33L19.15
gene 133/1286 for chr22:	TMEM191B
gene 134/1286 for chr22:	PI4KAP1
gene 135/1286 for chr22:	SCARNA17
gene 136/1286 for chr22:	RN7SKP131
gene 137/1286 for chr22:	RIMBP3
gene 138/1286 for chr22:	XXbac-B33L19.10
gene 139/1286 for chr22:	CA15P2
gene 140/1286 for chr22:	PPP1R26P2
gene 141/1286 for chr22:	PPP1R26P4
gene 142/1286 for chr22:	AC008132.15
gene 143/1286 for chr22:	GGT3P
gene 144/1286 for chr22:	AC008132.14
gene 145/1286 for chr22:	E2F6P1
gene 146/1286 for chr22:	AC008132.13
gene 147/1286 for chr22:	BCRP7
gene 148/1286 for chr22:	AC008103.3
gene 149/1286 for chr22:	AC008103.4
gene 150/1286 for chr22:	DGCR6
gene 151/1286 for chr22:	PRODH
gene 152/1286 for chr22:	AC007326.1
gene 153/1286 for chr22:	AC007326.10
gene 154/1286 for chr22:	DGCR5
gene 155/1286 for chr22:	AC007326.12
gene 156/1286 for chr22:	AC007326.9
gene 157/1286 for chr22:	AC000095.12
gene 158/1286 for chr22:	DGCR9
gene 159/1286 for chr22:	AC000095.9
gene 160/1286 for chr22:	AC000095.11
gene 161/1286 for chr22:	CA15P1
gene 162/1286 for chr22:	DGCR2
gene 163/1286 for chr22:	Y_RNA
gene 164/1286 for chr22:	DGCR11
gene 165/1286 for chr22:	AC004461.4
gene 166/1286 for chr22:	DGCR12
gene 167/1286 for chr22:	AC004471.9
gene 168/1286 for chr22:	AC004471.10
gene 169/1286 for chr22:	TSSK1A
gene 170/1286 for chr22:	DGCR14
gene 171/1286 for chr22:	TSSK2
gene 172/1286 for chr22:	GSC2
gene 173/1286 for chr22:	LINC01311
gene 174/1286 for chr22:	SLC25A1
gene 175/1286 for chr22:	CLTCL1
gene 176/1286 for chr22:	AC000081.2
gene 177/1286 for chr22:	SNORA15
gene 178/1286 for chr22:	KRT18P62
gene 179/1286 for chr22:	HIRA
gene 180/1286 for chr22:	C22orf39
gene 181/1286 for chr22:	RN7SL168P
gene 182/1286 for chr22:	MRPL40
gene 183/1286 for chr22:	AC000068.5
gene 184/1286 for chr22:	UFD1L
gene 185/1286 for chr22:	AC000068.9
gene 186/1286 for chr22:	AC000068.10
gene 187/1286 for chr22:	CDC45
gene 188/1286 for chr22:	CLDN5
gene 189/1286 for chr22:	LINC00895
gene 190/1286 for chr22:	AC000077.2
gene 191/1286 for chr22:	AC000067.1
gene 192/1286 for chr22:	SEPT5
gene 193/1286 for chr22:	GP1BB
gene 194/1286 for chr22:	TBX1
gene 195/1286 for chr22:	GNB1L
gene 196/1286 for chr22:	AC000089.3
gene 197/1286 for chr22:	C22orf29
gene 198/1286 for chr22:	TXNRD2
gene 199/1286 for chr22:	AC000078.5
gene 200/1286 for chr22:	COMT
gene 201/1286 for chr22:	ARVCF
gene 202/1286 for chr22:	TANGO2
gene 203/1286 for chr22:	MIR185
gene 204/1286 for chr22:	AC006547.13
gene 205/1286 for chr22:	AC006547.15
gene 206/1286 for chr22:	DGCR8
gene 207/1286 for chr22:	AC006547.8
gene 208/1286 for chr22:	TRMT2A
gene 209/1286 for chr22:	MIR6816
gene 210/1286 for chr22:	RANBP1
gene 211/1286 for chr22:	SNORA77
gene 212/1286 for chr22:	ZDHHC8
gene 213/1286 for chr22:	CCDC188
gene 214/1286 for chr22:	XXbac-B444P24.8
gene 215/1286 for chr22:	LINC00896
gene 216/1286 for chr22:	RTN4R
gene 217/1286 for chr22:	MIR1286
gene 218/1286 for chr22:	XXbac-B444P24.10
gene 219/1286 for chr22:	DGCR6L
gene 220/1286 for chr22:	XXbac-B444P24.13
gene 221/1286 for chr22:	XXbac-B444P24.14
gene 222/1286 for chr22:	AC007731.1
gene 223/1286 for chr22:	XXbac-B33L19.4
gene 224/1286 for chr22:	USP41
gene 225/1286 for chr22:	ZNF74
gene 226/1286 for chr22:	RNU6-225P
gene 227/1286 for chr22:	SCARF2
gene 228/1286 for chr22:	XXbac-B562F10.12
gene 229/1286 for chr22:	KLHL22
gene 230/1286 for chr22:	XXbac-B562F10.11
gene 231/1286 for chr22:	RNY1P9
gene 232/1286 for chr22:	RN7SL812P
gene 233/1286 for chr22:	KRT18P5
gene 234/1286 for chr22:	MED15
gene 235/1286 for chr22:	AC007050.17
gene 236/1286 for chr22:	CCDC74BP1
gene 237/1286 for chr22:	SMPD4P1
gene 238/1286 for chr22:	IGLL4P
gene 239/1286 for chr22:	SLC9A3P2
gene 240/1286 for chr22:	ABHD17AP4
gene 241/1286 for chr22:	POM121L4P
gene 242/1286 for chr22:	BCRP5
gene 243/1286 for chr22:	TMEM191A
gene 244/1286 for chr22:	PI4KA
gene 245/1286 for chr22:	SERPIND1
gene 246/1286 for chr22:	SNAP29
gene 247/1286 for chr22:	AC007308.7
gene 248/1286 for chr22:	CRKL
gene 249/1286 for chr22:	XXbac-B135H6.15
gene 250/1286 for chr22:	AIFM3
gene 251/1286 for chr22:	LZTR1
gene 252/1286 for chr22:	XXbac-B135H6.18
gene 253/1286 for chr22:	THAP7
gene 254/1286 for chr22:	THAP7-AS1
gene 255/1286 for chr22:	TUBA3FP
gene 256/1286 for chr22:	P2RX6
gene 257/1286 for chr22:	SLC7A4
gene 258/1286 for chr22:	AC002472.11
gene 259/1286 for chr22:	MIR649
gene 260/1286 for chr22:	P2RX6P
gene 261/1286 for chr22:	LRRC74B
gene 262/1286 for chr22:	TUBA3GP
gene 263/1286 for chr22:	BCRP2
gene 264/1286 for chr22:	KB-1592A4.15
gene 265/1286 for chr22:	POM121L7
gene 266/1286 for chr22:	E2F6P2
gene 267/1286 for chr22:	FAM230B
gene 268/1286 for chr22:	KB-1592A4.14
gene 269/1286 for chr22:	GGT2
gene 270/1286 for chr22:	KB-1592A4.16
gene 271/1286 for chr22:	E2F6P3
gene 272/1286 for chr22:	POM121L8P
gene 273/1286 for chr22:	BCRP6
gene 274/1286 for chr22:	KB-1183D5.13
gene 275/1286 for chr22:	KB-1183D5.14
gene 276/1286 for chr22:	PPP1R26P5
gene 277/1286 for chr22:	KB-1183D5.18
gene 278/1286 for chr22:	KB-1183D5.16
gene 279/1286 for chr22:	RIMBP3B
gene 280/1286 for chr22:	RN7SKP63
gene 281/1286 for chr22:	HIC2
gene 282/1286 for chr22:	TMEM191C
gene 283/1286 for chr22:	PI4KAP2
gene 284/1286 for chr22:	RN7SKP221
gene 285/1286 for chr22:	RIMBP3C
gene 286/1286 for chr22:	UBE2L3
gene 287/1286 for chr22:	YDJC
gene 288/1286 for chr22:	CCDC116
gene 289/1286 for chr22:	KB-1440D3.14
gene 290/1286 for chr22:	SDF2L1
gene 291/1286 for chr22:	MIR130B
gene 292/1286 for chr22:	MIR301B
gene 293/1286 for chr22:	KB-1440D3.13
gene 294/1286 for chr22:	PPIL2
gene 295/1286 for chr22:	YPEL1
gene 296/1286 for chr22:	RN7SL280P
gene 297/1286 for chr22:	MAPK1
gene 298/1286 for chr22:	RNA5SP493
gene 299/1286 for chr22:	KB-1027C11.4
gene 300/1286 for chr22:	PPM1F
